População,Gerações,Cruzamento,TaxaCruz,TaxaMut,Elitismo,Melhor,Média,Desvio,Média das Gerações,Desvio das Gerações
20,60,BLXab,60%,1%,True,1.1941114763658334e-11,1.7474024368002715e-05,7.121116086104396e-05,0.1634302274393365,0.6119142083193704
20,60,BLXab,60%,5%,False,1.3507919227606635e-09,0.0012587439386462,0.0040082508483193,0.0160907675935852,0.0814694213627555
20,60,BLXab,60%,5%,True,3.659739178374366e-12,2.814088624889521e-05,8.068803339706628e-05,0.154700478010598,0.4190602977355461
20,60,BLXab,60%,10%,False,1.4019687633037847e-09,0.0029830500298944,0.0095611476400678,0.3093848860665191,0.7826703313654848
20,60,BLXab,60%,10%,True,1.0472733791289102e-10,0.000598121554812,0.0023858224532716,0.1277032425667094,0.4446660499282872
20,60,BLXab,80%,1%,False,2.886579864025407e-14,8.098289077080878e-05,0.0003529463366451,0.1478770703816507,0.436272283727183
20,60,BLXab,80%,1%,True,9.992007221626409e-14,4.766695740343607e-08,1.479392743897868e-07,0.2407563855471548,0.7663882324493875
20,60,BLXab,80%,5%,False,2.121414155453749e-12,9.443657405130424e-05,0.0004105259507279,0.0873599854107954,0.4339357443689723
20,60,BLXab,80%,5%,True,3.805844528415037e-13,1.7208097728982353e-07,5.628726454740346e-07,0.1230110019229165,0.6097868476002526
20,60,BLXab,80%,10%,False,3.1663560662309465e-13,0.0022827806418228,0.0097873550515763,0.0599305544590501,0.190016597192085
20,60,BLXab,80%,10%,True,1.4654943925052066e-14,0.0001000110760942,0.0004100952883627,0.1635554697778885,0.6860470715090933
20,60,BLXab,100%,1%,False,4.440892098500626e-16,9.313118765952312e-07,2.8003823398893434e-06,0.0265865960173773,0.0733747544125683
20,60,BLXab,100%,1%,True,4.440892098500626e-16,4.309930190515843e-11,1.0441907552575459e-10,0.0926878092437056,0.3356262497083521
20,60,BLXab,100%,5%,False,3.996802888650564e-15,6.333819690951259e-10,1.472559150618259e-09,0.1161383418999089,0.4685715094129404
20,60,BLXab,100%,5%,True,4.440892098500626e-16,2.915677477233202e-10,7.859768625042108e-10,0.057901349162807,0.2285298666957047
20,60,BLXab,100%,10%,False,7.549516567451064e-15,4.159675623505166e-07,1.091449886097645e-06,0.1311803670850575,0.5688499536359843
20,60,BLXab,100%,10%,True,4.440892098500626e-16,9.641335729781983e-10,3.539846537048184e-09,0.1381949668523027,0.5185043415475941
20,100,Media,60%,1%,False,0.0027640339147123,0.1427544873863127,0.1730384360452821,0.6140841672356495,0.4962125614799565
20,100,Media,60%,1%,True,2.319534725758743e-05,0.0928391733793629,0.174223242956868,0.2059976351572939,0.5007202630702047
20,100,Media,60%,5%,False,0.001228168663943,0.0314013450159694,0.0346276301128776,0.1606602750744959,0.3297835024350049
20,100,Media,60%,5%,True,0.0001314235772231,0.0314561975000123,0.0587664929115801,0.0726272174894754,0.1623331067433898
20,100,Media,60%,10%,False,0.0004449254357052,0.0160173065455912,0.0128493900669857,0.2228154769607081,0.3342689741080138
20,100,Media,60%,10%,True,4.168527044656756e-05,0.0127516836542599,0.0116010163750419,0.1036754166101422,0.3222390711003756
20,100,Media,80%,1%,False,0.0131675646106335,0.1707982013887982,0.2230580560196113,0.1883142255768954,0.2028616334660053
20,100,Media,80%,1%,True,0.0030109564178641,0.083004209847967,0.1074910208761101,0.0606043563526601,0.2991753692973067
20,100,Media,80%,5%,False,0.0022806220986422,0.0324130335726819,0.0257012897636572,0.0868565116389426,0.4162264678980198
20,100,Media,80%,5%,True,0.0005179367412009,0.0234935935420666,0.0340419350590855,0.0645200078309065,0.2790111089374298
20,100,Media,80%,10%,False,7.869208957789198e-06,0.0185482448487822,0.0156797794454426,0.1540650821079443,0.3560657207279497
20,100,Media,80%,10%,True,9.128736286401208e-05,0.0109612840271782,0.0091874276580377,0.0423229349937097,0.1407858818283361
20,100,Media,100%,1%,False,0.0004375476324871,0.0999319299471539,0.1207802582966124,0.0950909401276573,0.2855791991141021
20,100,Media,100%,1%,True,1.021327627359625e-06,0.0711361943237988,0.1051739957236026,0.1063699028289257,0.4881736959697135
20,100,Media,100%,5%,False,0.0006121026908663,0.0363576680694946,0.0382918165251363,0.1020628315697588,0.3198704729593674
20,100,Media,100%,5%,True,6.542713880453022e-06,0.0202884697976679,0.0230070388124971,0.0254623724826308,0.1191536464724274
20,100,Media,100%,10%,False,0.000997056519044,0.0162301677127197,0.0174068143065063,0.127822097435302,0.2598264311802644
20,100,Media,100%,10%,True,0.0001585708705929,0.0081211427416527,0.0115393825326459,0.0441430042233781,0.3477231248865227
20,100,BLXab,60%,1%,False,4.440892098500626e-16,1.3060284573551684e-05,3.8847645577482825e-05,0.3234933123116994,0.7194162673780823
20,100,BLXab,60%,1%,True,4.440892098500626e-16,3.063685240611847e-07,9.216630545981316e-07,0.1298648532079398,0.4414445006978186
20,100,BLXab,60%,5%,False,3.996802888650564e-15,0.000106821540879,0.0004039022803509,0.2251113020038137,0.6886306552481599
20,100,BLXab,60%,5%,True,4.440892098500626e-16,0.0001110500107626,0.0004829562756163,0.2417790460284837,0.6931656193340003
20,100,BLXab,60%,10%,False,4.440892098500626e-16,0.0002603547072413,0.0008094011302716,0.0739588901714893,0.30397453453677
20,100,BLXab,60%,10%,True,4.440892098500626e-16,1.7369720763937838e-07,7.348010424124171e-07,0.0587485021070611,0.2980857577813335
20,100,BLXab,80%,1%,False,4.440892098500626e-16,7.274184731009825e-07,3.169851690209651e-06,0.0903692865332572,0.4719186260461274
20,100,BLXab,80%,1%,True,4.440892098500626e-16,1.7115198147621412e-13,6.262593588869974e-13,0.087939012514057,0.361451387595054
20,100,BLXab,80%,5%,False,4.440892098500626e-16,5.86690558884051e-05,0.000255731982583,0.0256991363768445,0.1064224292083611
20,100,BLXab,80%,5%,True,4.440892098500626e-16,1.129460092563761e-07,4.923179522795657e-07,0.069328765772679,0.2546201139099359
20,100,BLXab,80%,10%,False,4.440892098500626e-16,3.6970431236404977e-06,1.107004601948666e-05,0.076479885517219,0.4067955276576243
20,100,BLXab,80%,10%,True,4.440892098500626e-16,1.2625651240849578e-05,5.503393235418504e-05,0.0638319510482659,0.2103867690199185
20,100,BLXab,100%,1%,False,4.440892098500626e-16,1.5641292705481643e-10,6.817177457825171e-10,0.1023378244241679,0.4448324516737179
20,100,BLXab,100%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0724572426813319,0.4268660361663717
20,100,BLXab,100%,5%,False,4.440892098500626e-16,2.3980817331903387e-15,5.55803859724407e-15,0.0645689531063595,0.3320054356956013
20,100,BLXab,100%,5%,True,4.440892098500626e-16,1.9042101229160835e-11,8.299495387609775e-11,0.0591687319614447,0.2770723023428131
20,100,BLXab,100%,10%,False,4.440892098500626e-16,1.3279155552936574e-12,5.766770301521349e-12,0.093384467969512,0.4139113473195108
20,100,BLXab,100%,10%,True,4.440892098500626e-16,1.6689849502427022e-11,7.191551399031216e-11,0.1760488737530143,0.6845830246574535
60,20,Media,60%,1%,False,1.8969647155309133e-06,0.008307597571015,0.0140237486267404,0.1647572307908492,0.392740107302343
60,20,Media,60%,1%,True,9.21813363863322e-07,0.00486141332383,0.0078866799059289,0.1887969373260692,0.3744289455494166
60,20,Media,60%,5%,False,8.97218615536488e-06,0.0115707545424629,0.0203730303886124,0.2886486002613521,0.6746858035748213
60,20,Media,60%,5%,True,8.156613842125182e-07,0.0029170186826902,0.0042478445771365,0.0734439688018135,0.1195409870086643
60,20,Media,60%,10%,False,1.1697632939178249e-05,0.0061500144649097,0.0088700451104184,0.1400666682695525,0.355710472324369
60,20,Media,60%,10%,True,3.4584624555300536e-06,0.0083899150622959,0.0113690791894233,0.490429414457548,0.9471903752784644
60,20,Media,80%,1%,False,8.117316285805033e-08,0.0038171633888274,0.0073571836228803,0.0551516273583582,0.1178749312135726
60,20,Media,80%,1%,True,2.612849603345069e-07,0.0150738882020132,0.0202909551429548,0.0872070950474909,0.2885193642147869
60,20,Media,80%,5%,False,1.038066490544054e-07,0.0032417151841339,0.0050299078697762,0.1242465600877209,0.3322785943229777
60,20,Media,80%,5%,True,2.751178205251392e-07,0.0165522546932789,0.027576129274047,0.0707636224338116,0.1501739877155591
60,20,Media,80%,10%,False,4.848328747364405e-07,0.0046422549131562,0.0063320210400734,0.2252977617464125,0.6123833208307894
60,20,Media,80%,10%,True,8.278993179899885e-08,0.0094053172862436,0.0158312723772705,0.0645739840174418,0.1940002066954418
60,20,Media,100%,1%,False,1.5425716926031896e-07,0.0009197129251046,0.001625821354864,0.1503670025981676,0.5844463133842215
60,20,Media,100%,1%,True,1.3615885707807254e-07,0.0012690217327064,0.0022000154618217,0.1880066777919995,0.5768793780652502
60,20,Media,100%,5%,False,9.028484417861192e-07,0.0053842544640395,0.0076322049115235,0.1263629135376212,0.2762226785013316
60,20,Media,100%,5%,True,9.681717871856677e-08,0.0012323562056516,0.0030515688985978,0.169225424395753,0.4523353758413714
60,20,Media,100%,10%,False,1.2643940157097688e-06,0.0027119526682741,0.0036821966468626,0.2855051451685232,0.6851233519877558
60,20,Media,100%,10%,True,1.2189435638632062e-07,0.0060477514177734,0.0087424623009687,0.0917654572002219,0.2866763676453215
60,20,BLXab,60%,1%,False,2.202543858409456e-07,0.0001285606018066,0.0002025660144257,0.2968584662238271,0.7538629537523039
60,20,BLXab,60%,1%,True,6.2733392258707e-08,3.034613819794529e-05,5.425370787142388e-05,0.1452880104263793,0.3975780491588592
60,20,BLXab,60%,5%,False,1.0702015207364468e-06,0.0006679984209084,0.0011685165779344,0.4712242753135683,0.7512952966176755
60,20,BLXab,60%,5%,True,2.5299089090324856e-07,0.0003247689013041,0.0009981920211493,0.2185318568641552,0.4999753635021373
60,20,BLXab,60%,10%,False,1.6367825184104845e-07,0.0006626828897217,0.001856954256034,0.0422462932569058,0.1070009770500555
60,20,BLXab,60%,10%,True,2.7131516633360775e-07,0.0001795280497524,0.0006909568653491,0.073436348985044,0.1504194915377503
60,20,BLXab,80%,1%,False,4.817174659166312e-09,7.677103842862465e-06,8.230805505186492e-06,0.1308918892733941,0.4536184979567558
60,20,BLXab,80%,1%,True,5.391048052416636e-09,1.109087758832672e-05,1.996691738318582e-05,0.0884331384035117,0.259382702461077
60,20,BLXab,80%,5%,False,5.587074380919432e-07,1.3307086672487145e-05,1.5345931280864446e-05,0.2933402317218906,0.6045345335919907
60,20,BLXab,80%,5%,True,2.058352821521225e-08,3.952672771534438e-05,0.0001302268915983,0.201142053086386,0.6455424069308566
60,20,BLXab,80%,10%,False,1.738809740636782e-07,3.865502351017014e-05,0.000104566023721,0.2768415322709717,0.5509457371974378
60,20,BLXab,80%,10%,True,2.4663503683797217e-08,2.3712039515100257e-05,4.057186551418221e-05,0.4024126660128685,0.661177964292021
60,20,BLXab,100%,1%,False,1.0875667033616311e-08,6.755964927140923e-06,1.7206200193749237e-05,0.0907501808724753,0.3204609985051342
60,20,BLXab,100%,1%,True,1.3024714196063767e-08,7.115165941762314e-07,1.1546709050597543e-06,0.3105030970116855,0.5618231636405722
60,20,BLXab,100%,5%,False,2.9562351233636264e-08,1.2687514013354218e-05,3.330680191850296e-05,0.0233314900851627,0.0518258769088664
60,20,BLXab,100%,5%,True,5.0933022244237244e-09,1.548107873095006e-06,2.259211370207703e-06,0.0955441147635482,0.3164610364588397
60,20,BLXab,100%,10%,False,1.534586901996704e-08,1.0124125520416526e-05,1.3017089279482098e-05,0.1330827093361651,0.3626097425200386
60,20,BLXab,100%,10%,True,7.714025418437132e-09,1.97775875880879e-06,2.7517140328857643e-06,0.2223270679374046,0.4836520016058141
60,60,Media,60%,1%,False,3.1602461536550663e-08,0.0021736466895196,0.0038021424988981,0.0814784232095211,0.3192701048291927
60,60,Media,60%,1%,True,3.3707192592657967e-09,0.0100679352167012,0.0264167392048422,0.0461987136143045,0.1691888571218296
60,60,Media,60%,5%,False,4.473571846297375e-07,0.0104202812889682,0.0139923532473235,0.1632801518612788,0.5391108706998642
60,60,Media,60%,5%,True,3.996802888650564e-15,0.0081609866999049,0.013960632357416,0.0491671408454646,0.2178175256465161
60,60,Media,60%,10%,False,2.610931848501252e-07,0.0120547355008901,0.0131774424768255,0.0698411218681012,0.2981957027519946
60,60,Media,60%,10%,True,3.241851231905457e-14,0.0033699503897634,0.007266751897209,0.1096594860019366,0.4061240153362991
60,60,Media,80%,1%,False,1.999286514120513e-09,0.0105625269450988,0.0140646877353274,0.0708305972053129,0.3315149440484229
60,60,Media,80%,1%,True,3.952393967665557e-14,0.0062298454251615,0.0108575374114471,0.0382777536478324,0.1942218045063729
60,60,Media,80%,5%,False,7.713829575095589e-13,0.004154006755414,0.0081713216157039,0.0989841290094269,0.4319382376436231
60,60,Media,80%,5%,True,2.5264235148370066e-12,0.0042055651170584,0.0071454975224836,0.1013163952494008,0.3596171897200823
60,60,Media,80%,10%,False,3.065654841094556e-09,0.0073461739233406,0.0115250708953277,0.0585187001354214,0.2575599188182276
60,60,Media,80%,10%,True,2.500120110937587e-10,0.0016356915854093,0.0050572170773974,0.1085834738499198,0.4602443495368994
60,60,Media,100%,1%,False,3.996802888650564e-15,0.0106009568587311,0.0348000809648731,0.0623926713053791,0.2928964938418755
60,60,Media,100%,1%,True,4.440892098500626e-16,0.0012286313053686,0.0030261674534585,0.0227211045827181,0.1022892610069607
60,60,Media,100%,5%,False,1.211644971466086e-06,0.0090304507659708,0.0231730265323319,0.049523964819237,0.1278682046265835
60,60,Media,100%,5%,True,5.244630063572231e-09,0.0029095154347658,0.0036134737212675,0.058054697710925,0.2903332826539164
60,60,Media,100%,10%,False,2.8120365147543683e-08,0.0060882675700518,0.013107049989853,0.0459495418976864,0.1968501541009211
60,60,Media,100%,10%,True,3.5216274341109965e-13,0.001200582773217,0.0032219493230085,0.0352337524285134,0.1828328111483273
60,60,BLXab,60%,1%,False,4.440892098500626e-16,5.122124946410624e-13,1.3743444420046466e-12,0.0608669186598375,0.2234360628281752
60,60,BLXab,60%,1%,True,4.440892098500626e-16,1.389999226830696e-13,4.441716251599796e-13,0.0575110915108303,0.2264327969234477
60,60,BLXab,60%,5%,False,4.440892098500626e-16,4.067057801648844e-12,1.2399614754712018e-11,0.1055381677550866,0.3029233002259703
60,60,BLXab,60%,5%,True,4.440892098500626e-16,7.692779746548694e-12,3.345271669407036e-11,0.1445580898757645,0.4418925995156028
60,60,BLXab,60%,10%,False,3.996802888650564e-15,1.3280931909775972e-12,1.871728278162408e-12,0.0847711223520826,0.2956100792061742
60,60,BLXab,60%,10%,True,4.440892098500626e-16,1.581845765485923e-13,4.460451478017802e-13,0.1034232156847872,0.368710178695161
60,60,BLXab,80%,1%,False,4.440892098500626e-16,7.549516567451064e-15,2.3964363939001103e-14,0.197870396476291,0.595150440452107
60,60,BLXab,80%,1%,True,4.440892098500626e-16,6.217248937900876e-16,7.742959950613e-16,0.0624017694965815,0.2435658727688646
60,60,BLXab,80%,5%,False,4.440892098500626e-16,3.996802888650564e-15,1.0892413880551924e-14,0.0288484828965157,0.1030789742125719
60,60,BLXab,80%,5%,True,4.440892098500626e-16,1.3322676295501878e-15,1.9049304879749955e-15,0.0609697096452452,0.2177417781596582
60,60,BLXab,80%,10%,False,4.440892098500626e-16,3.4638958368304887e-15,6.950528169551921e-15,0.0610345044385596,0.2708408038225912
60,60,BLXab,80%,10%,True,4.440892098500626e-16,1.1546319456101628e-15,2.409567650518791e-15,0.01864948135185,0.0638698740484172
60,60,BLXab,100%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0576823907612531,0.2241547017289407
60,60,BLXab,100%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0454453311920572,0.1947932085662969
60,60,BLXab,100%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0471160902254811,0.1841931677994574
60,60,BLXab,100%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0635751724115749,0.2650806540015136
60,60,BLXab,100%,10%,False,4.440892098500626e-16,6.217248937900876e-16,7.742959950613e-16,0.2211690830097447,0.6705274123735687
60,60,BLXab,100%,10%,True,4.440892098500626e-16,6.217248937900876e-16,7.742959950613e-16,0.0498039513154293,0.2095870584036354
60,100,Media,60%,1%,False,1.705413588126703e-10,0.0072848463099663,0.0116852235749254,0.0608332320342652,0.3205227580639721
60,100,Media,60%,1%,True,6.114264650136647e-11,0.0048246892364853,0.0135470824825557,0.0805939764755476,0.3595918856314153
60,100,Media,60%,5%,False,2.5777933121418076e-08,0.0054884434928591,0.0066512746435259,0.0360872545301522,0.1922303100188791
60,100,Media,60%,5%,True,1.8534196399855318e-10,0.0013017433712746,0.0021015583371856,0.0182927563270664,0.0716989825761143
60,100,Media,60%,10%,False,2.741703508668536e-07,0.0054333666003928,0.0092230947886884,0.041439455317609,0.3083068945515685
60,100,Media,60%,10%,True,1.7599460067074801e-07,0.001780767568587,0.0030089756307443,0.0518853993692382,0.2336658581922019
60,100,Media,80%,1%,False,1.0347278589506461e-13,0.004977537810332,0.0065540856040256,0.0423330624402309,0.2798324378921081
60,100,Media,80%,1%,True,6.969778088006251e-09,0.0103968748501688,0.0229785731092814,0.0336838698948865,0.2171088152365715
60,100,Media,80%,5%,False,1.2847763430912096e-07,0.014135185575538,0.0202117023261648,0.0190036386640654,0.0943297033200722
60,100,Media,80%,5%,True,5.182844819984211e-09,0.0052859169165176,0.0065109191811928,0.0326254203114068,0.0933224735485433
60,100,Media,80%,10%,False,3.115414592969046e-10,0.0017944064934588,0.0030684169342735,0.0273054291185452,0.1475089435304915
60,100,Media,80%,10%,True,6.973310817670608e-11,0.0033698207319971,0.004372214362418,0.0708004283424757,0.284904387061564
60,100,Media,100%,1%,False,7.62097052131594e-11,0.0044576954408092,0.0085358204753746,0.0690018441507566,0.2296176731821118
60,100,Media,100%,1%,True,8.252998284774549e-11,0.0041057825183339,0.0101535478878854,0.0320064670463955,0.2884659263387253
60,100,Media,100%,5%,False,4.039583854087425e-07,0.0034482867133266,0.0061575949755293,0.0402311043697337,0.2414246744814038
60,100,Media,100%,5%,True,1.4064629461074674e-09,0.0015470301644659,0.0025217376064704,0.0108014755499449,0.0589645168539816
60,100,Media,100%,10%,False,2.142730437526552e-12,0.003400660371902,0.0060441912166724,0.0110203580202125,0.049945293155534
60,100,Media,100%,10%,True,2.1760371282653068e-14,0.0020914767050226,0.0028524021030668,0.0312703770021163,0.2006271327754903
60,100,BLXab,60%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0838553723262843,0.3810978175170728
60,100,BLXab,60%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0184905905009615,0.1291352384596071
60,100,BLXab,60%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.1036984064012343,0.4050096830033222
60,100,BLXab,60%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0386720237544456,0.2600606923789262
60,100,BLXab,60%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0636588800879044,0.3050691261057806
60,100,BLXab,60%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0709296072005932,0.4475840629586649
60,100,BLXab,80%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0380955501566387,0.21631114692425
60,100,BLXab,80%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0705150608222975,0.3388673483449945
60,100,BLXab,80%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0428157371077973,0.2461761397689633
60,100,BLXab,80%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0325806346280634,0.1545185189540309
60,100,BLXab,80%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0543231323590496,0.2424737250500476
60,100,BLXab,80%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0029364106907396,0.0127035114206961
60,100,BLXab,100%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0332755425720908,0.2615913387699747
60,100,BLXab,100%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0493192820077962,0.2798897877684486
60,100,BLXab,100%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0240947100926985,0.1337116378648465
60,100,BLXab,100%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0585019315269385,0.314429249026126
60,100,BLXab,100%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0084923633781883,0.0346059170575316
60,100,BLXab,100%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0078426078884613,0.0440355900830761
100,20,Media,60%,1%,False,8.541664269223759e-07,0.006856717394458,0.0105170606730993,0.1319388283758774,0.3117995045010965
100,20,Media,60%,1%,True,2.517140598179424e-07,0.0031000069644602,0.0049206572000921,0.1295736509978201,0.3996139206274646
