População,Gerações,Cruzamento,TaxaCruz,TaxaMut,Elitismo,Melhor,Média,Desvio,Média das Gerações,Desvio das Gerações
100,20,Media,60%,5%,False,4.12322876730542e-07,0.005944088460103,0.0115033302400647,0.1282428594287684,0.4026259293912146
100,20,Media,60%,5%,True,1.621302954113446e-07,0.0045026212010408,0.0123345907671123,0.1761737744186223,0.521837928300872
100,20,Media,60%,10%,False,7.470166107914622e-07,0.000840204338822,0.0014727532160408,0.2227995186659699,0.4927294099530001
100,20,Media,60%,10%,True,1.856655527099349e-07,0.0048026228035806,0.0125795954870571,0.060927786138033,0.1514102967455254
100,20,Media,80%,1%,False,3.717848473527852e-08,0.0023047710936828,0.0043580014682985,0.2242110455957993,0.5850272543290225
100,20,Media,80%,1%,True,6.534123020429661e-09,0.0011874097487829,0.0030680456606628,0.0736103705038306,0.2168082726467994
100,20,Media,80%,5%,False,5.421154769535975e-08,0.00224268720806,0.0032966769708762,0.1409458509891265,0.2693297411912345
100,20,Media,80%,5%,True,1.9147002650043987e-08,0.001344999254361,0.0034370432595974,0.0753344698791761,0.1362713999189032
100,20,Media,80%,10%,False,1.9207874846216555e-08,0.0017375949844004,0.0035167574099297,0.0990042050166642,0.2112293596533421
100,20,Media,80%,10%,True,8.829893660688982e-08,0.0026969165630132,0.0102362060203533,0.1280398845632452,0.286286280233283
100,20,Media,100%,1%,False,1.4582156371290012e-08,0.002395262027827,0.0068651620669473,0.1736127822598095,0.5050678064061513
100,20,Media,100%,1%,True,4.076440962563765e-09,0.0005123183273771,0.0014873700757682,0.187365392411247,0.5467292161715811
100,20,Media,100%,5%,False,2.4829038824947247e-08,0.0029226000327324,0.0069726455539865,0.1088665811218143,0.3082552073415671
100,20,Media,100%,5%,True,3.2556141338346833e-08,0.0007502330114038,0.0013033671616325,0.0506734344046575,0.1366176783232256
100,20,Media,100%,10%,False,1.4985993335159264e-08,0.0017887471576233,0.0042927038613839,0.1390214018960034,0.381029222839272
100,20,Media,100%,10%,True,1.0994615440296231e-08,0.0008455301409591,0.0025494039210001,0.2654385575286589,0.6800879084118602
100,20,BLXab,60%,1%,False,1.6930404189707815e-08,3.869995753076338e-05,0.0001388894103673,0.1483158094156214,0.2252148549384606
100,20,BLXab,60%,1%,True,1.6002168923279214e-08,2.322910961982672e-06,3.013916047001329e-06,0.0927220349694795,0.2019678433847876
100,20,BLXab,60%,5%,False,5.595436691763212e-08,1.3294596492041677e-05,2.026811071396823e-05,0.2822162094263378,0.6093831274187688
100,20,BLXab,60%,5%,True,4.505711403979262e-08,3.08119906842208e-06,4.439815299580021e-06,0.3367298579423742,0.5297926160814956
100,20,BLXab,60%,10%,False,6.848442257734177e-09,0.0001084256468327,0.0003188820194961,0.2102340526755421,0.3020884877248087
100,20,BLXab,60%,10%,True,2.2993348114397353e-08,1.596396746892381e-05,2.899074453406897e-05,0.0343430362068878,0.0706874689679691
100,20,BLXab,80%,1%,False,2.1588733023492068e-08,1.4231669434927595e-06,3.1486102779523964e-06,0.0926645992364895,0.2025923751367576
100,20,BLXab,80%,1%,True,8.355027780737601e-10,5.212058248993401e-07,8.856842038030975e-07,0.0590386035925468,0.1951781579302645
100,20,BLXab,80%,5%,False,9.047721238886196e-09,3.974516735905098e-06,1.0400026843948992e-05,0.2379430731668655,0.4850269016950838
100,20,BLXab,80%,5%,True,1.027112661589058e-08,1.4056705940568291e-06,1.7075711765071949e-06,0.2394144489197209,0.574746491501967
100,20,BLXab,80%,10%,False,1.0046897092053086e-08,3.800495113193137e-06,7.685617532096808e-06,0.1067724252796623,0.2951580580470146
100,20,BLXab,80%,10%,True,3.589140096238452e-09,2.7006759597547614e-06,6.22023018977889e-06,0.1374264481114777,0.303482643682237
100,20,BLXab,100%,1%,False,6.74953826163005e-09,1.4738445631046204e-06,3.5905232652582038e-06,0.2019135668268178,0.4478791754514615
100,20,BLXab,100%,1%,True,1.2406435878631328e-09,2.358149902015328e-07,6.471991951654884e-07,0.0516046195341707,0.1137204565193365
100,20,BLXab,100%,5%,False,3.810417315008863e-09,5.379885760881109e-07,1.3148414802799965e-06,0.1138991017768837,0.2651491890511864
100,20,BLXab,100%,5%,True,4.023772426364758e-10,9.688232891491567e-08,1.9850022020268838e-07,0.0552632916246449,0.1807894093100667
100,20,BLXab,100%,10%,False,3.3338354299417006e-10,1.000865188149902e-06,1.5961063658002538e-06,0.0468301239320941,0.0842933291219912
100,20,BLXab,100%,10%,True,4.982152468357981e-10,2.851818746485435e-07,3.531628313533899e-07,0.161860042811308,0.3493856878662641
100,60,Media,60%,1%,False,5.3734794391857577e-14,0.0041198335775891,0.0080466110971172,0.0795392971456951,0.3543551449290369
100,60,Media,60%,1%,True,4.440892098500626e-16,0.0011222224789702,0.0029354476310603,0.0769113040749665,0.3301516273134608
100,60,Media,60%,5%,False,3.996802888650564e-15,0.0023745565922781,0.0038421553875383,0.0776682731493757,0.2833785394161692
100,60,Media,60%,5%,True,4.440892098500626e-16,0.0021211434216838,0.003682676695919,0.0487951507206838,0.2255845169160666
100,60,Media,60%,10%,False,3.996802888650564e-15,0.0039595990345785,0.0071666953383718,0.0447371838147599,0.2515139720042098
100,60,Media,60%,10%,True,2.004130195132348e-11,0.0011237381625208,0.0026971784345312,0.0900962054609922,0.3986235468490636
100,60,Media,80%,1%,False,4.440892098500626e-16,0.0005187610676901,0.0011447341109184,0.0745683247915316,0.3593335486824585
100,60,Media,80%,1%,True,5.3734794391857577e-14,0.002831150015744,0.0053618226189144,0.0086107506489917,0.0182483878951731
100,60,Media,80%,5%,False,4.440892098500626e-16,0.0038347295842313,0.0062081202977403,0.0445954226469117,0.1985441006549175
100,60,Media,80%,5%,True,4.440892098500626e-16,0.0004760356381162,0.0011083689409904,0.0227807243029466,0.1029126013404496
100,60,Media,80%,10%,False,1.9331203304773226e-12,0.0008872026159679,0.0015960000247678,0.0321338080284187,0.1168752019165013
100,60,Media,80%,10%,True,4.440892098500626e-16,0.0013920287418675,0.0028691595544524,0.0556770744180169,0.3174995482531601
100,60,Media,100%,1%,False,4.440892098500626e-16,0.0014917457981826,0.0046436394145849,0.0389799670837564,0.2394438487413643
100,60,Media,100%,1%,True,4.440892098500626e-16,0.0036838733399782,0.0145283112707753,0.014603040757193,0.0595328844311555
100,60,Media,100%,5%,False,4.440892098500626e-16,0.0006382840123017,0.0013359184421387,0.0369499784245667,0.1792251573757741
100,60,Media,100%,5%,True,4.440892098500626e-16,0.0008957850786949,0.0024199586941042,0.0442637639566397,0.2378193059437968
100,60,Media,100%,10%,False,2.1592727605934667e-10,0.0013000513189468,0.0032634623014092,0.0123362405149716,0.0557073474408992
100,60,Media,100%,10%,True,4.440892098500626e-16,0.000828242537591,0.0017431827328521,0.0263724194528559,0.0863826619057979
100,60,BLXab,60%,1%,False,4.440892098500626e-16,1.687538997430238e-15,2.5803073537982524e-15,0.0401330580059337,0.2812967019450125
100,60,BLXab,60%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0325728526172667,0.1603278829888604
100,60,BLXab,60%,5%,False,4.440892098500626e-16,9.769962616701378e-16,1.6945364248090045e-15,0.0203195514822259,0.0788446019124115
100,60,BLXab,60%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0489764506959882,0.2295364201605958
100,60,BLXab,60%,10%,False,4.440892098500626e-16,4.174438572590589e-15,8.442835506852581e-15,0.0285227691656225,0.1182104722489886
100,60,BLXab,60%,10%,True,4.440892098500626e-16,7.993605777301127e-16,1.0658141036401504e-15,0.0574495383537905,0.2733540681647978
100,60,BLXab,80%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.080234928090237,0.3796581177604476
100,60,BLXab,80%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0136889904615217,0.0570290269403096
100,60,BLXab,80%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0470966981596402,0.2610394073807425
100,60,BLXab,80%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0826520345446678,0.3245119758745129
100,60,BLXab,80%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0244483926815415,0.1464230350017369
100,60,BLXab,80%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0132171071881598,0.0449374664255225
100,60,BLXab,100%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0500668199247466,0.3032077198454039
100,60,BLXab,100%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.032869646594093,0.1703612539692889
100,60,BLXab,100%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0054773710138634,0.0239239991041168
100,60,BLXab,100%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0139123874891229,0.0689669878937325
100,60,BLXab,100%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0603768737430572,0.2610210364424172
100,60,BLXab,100%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0173927407205948,0.0787687578742724
100,100,Media,60%,1%,False,6.850076061937216e-12,0.0018276015488178,0.003210146295346,0.0435949507834444,0.1159009809213709
100,100,Media,60%,1%,True,4.765077221691172e-13,0.0038956068451191,0.0053169808074896,0.0146326318120216,0.0774847425790783
100,100,Media,60%,5%,False,2.259969988926969e-12,0.0020081789560051,0.0034119465869546,0.0262548248644998,0.1718175971261489
100,100,Media,60%,5%,True,3.5828451316888277e-10,0.0018642308323966,0.0048407942530306,0.0248223016118869,0.1562903588745348
100,100,Media,60%,10%,False,5.908766498308182e-08,0.0025083861478454,0.0036195822453808,0.0035533019200343,0.0152777353999522
100,100,Media,60%,10%,True,1.816324868286756e-13,0.003692353863578,0.0041828860711167,0.0165674469730584,0.1057313097977647
100,100,Media,80%,1%,False,7.860379014346108e-14,0.0023338020843357,0.005304849785827,0.009707329403417,0.0514989180192517
100,100,Media,80%,1%,True,3.996802888650564e-15,0.000817459864248,0.0019486579571894,0.0221432276894166,0.1583043209461508
100,100,Media,80%,5%,False,4.440892098500626e-16,0.0036353138790002,0.0083970905110766,0.023781434250186,0.043381943402111
100,100,Media,80%,5%,True,4.440892098500626e-16,0.0005015777855615,0.0009373304810059,0.0072231393385302,0.0422062126332531
100,100,Media,80%,10%,False,1.1365575147692653e-11,0.0014499723095243,0.0030999189042828,0.0151360887347461,0.0818860116120676
100,100,Media,80%,10%,True,4.440892098500626e-16,0.0011947339737189,0.0030094303144776,0.0293622780676207,0.1901178276088722
100,100,Media,100%,1%,False,4.440892098500626e-16,0.0004329898206946,0.0010282676429598,0.0344789470816101,0.2382781317207219
100,100,Media,100%,1%,True,4.440892098500626e-16,0.0014289537070848,0.0040462094377156,0.0104157948080766,0.0556608687861851
100,100,Media,100%,5%,False,6.439293542825908e-14,0.0004218860611808,0.0010113357896524,0.0245052921719305,0.1271054893875385
100,100,Media,100%,5%,True,4.440892098500626e-16,0.0009238605777134,0.0024721892868536,0.0241032370186889,0.1688059875460421
100,100,Media,100%,10%,False,1.297184581972033e-12,0.0013379609421654,0.0030723415113831,0.0179139704876948,0.1199290476409375
100,100,Media,100%,10%,True,5.191402863147232e-13,0.0011138683443919,0.0028399052957035,0.0058092971178536,0.0367944688145808
100,100,BLXab,60%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0533393622899652,0.2075839661018785
100,100,BLXab,60%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0611832353403112,0.3222372914111203
100,100,BLXab,60%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0228799694078205,0.1963975146209592
100,100,BLXab,60%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0514516628647892,0.214614944333462
100,100,BLXab,60%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0099769534575562,0.0646732892200966
100,100,BLXab,60%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0598373876501227,0.2915512117302251
100,100,BLXab,80%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0512868893457746,0.2933524928809097
100,100,BLXab,80%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0052826043740453,0.0289304852318032
100,100,BLXab,80%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0309339179014576,0.2578907862563276
100,100,BLXab,80%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.020736030764645,0.1592908315663337
100,100,BLXab,80%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0412698326770287,0.2293944170409321
100,100,BLXab,80%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0189756899920037,0.1263397407923587
100,100,BLXab,100%,1%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0375935284843682,0.2489194639365126
100,100,BLXab,100%,1%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0206188892812088,0.1277947881036786
100,100,BLXab,100%,5%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0094425927167842,0.0688277611886245
100,100,BLXab,100%,5%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0457420509523807,0.2899289494211382
100,100,BLXab,100%,10%,False,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0114479482273957,0.0545194855978377
100,100,BLXab,100%,10%,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0114789708579253,0.0783367652155437
